单词等级,单词,词典
B1,appointment,"{""word"": ""appointment"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A formal arrangement to meet or visit someone at a particular time, especially one made by telephone."", ""chinese"": ""约定，预约""}, ""example_sentences"": [{""english"": ""I have an appointment with the doctor at 3 p.m."", ""chinese"": ""我下午3点约了医生。""}]}], ""forms"": {""noun"": {""singular"": ""appointment"", ""plural"": ""appointments""}}}"
B1,appreciate,"{""word"": ""appreciate"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to recognize how good someone or something is and to value them or it"", ""chinese"": ""认识到某人或某物的好，并对其表示赞赏或重视""}, ""example_sentences"": [{""english"": ""I really appreciate your help."", ""chinese"": ""我真的很感激你的帮助。""}, {""english"": ""She appreciates good food."", ""chinese"": ""她欣赏美食。""}], ""synonyms"": [""value"", ""admire""], ""antonyms"": [""undervalue"", ""disregard""]}], ""forms"": {""verb"": {""base_form"": ""appreciate"", ""third_person_singular"": ""appreciates"", ""past_tense"": ""appreciated"", ""past_participle"": ""appreciated"", ""present_participle"": ""appreciating""}}}"
B1,approximately,"{""word"": ""approximately"", ""definitions"": [{""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""close to a particular number or time although not exactly that number or time"", ""chinese"": ""大约，大致""}, ""example_sentences"": [{""english"": ""The journey takes approximately two hours."", ""chinese"": ""旅程大约需要两个小时。""}]}], ""forms"": {}}"
B1,arrest,"{""word"": ""arrest"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to stop or slow down the progress of something"", ""chinese"": ""阻止或减缓某事物的进展""}, ""example_sentences"": [{""english"": ""The police arrested the thief."", ""chinese"": ""警察逮捕了小偷。""}], ""synonyms"": [""capture"", ""catch""], ""antonyms"": [""release"", ""free""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the act of stopping or slowing down the progress of something"", ""chinese"": ""阻止或减缓某事物进展的行为""}, ""example_sentences"": [{""english"": ""The arrest of the thief was quick."", ""chinese"": ""小偷的逮捕很快。""}]}], ""forms"": {""verb"": {""base_form"": ""arrest"", ""third_person_singular"": ""arrests"", ""past_tense"": ""arrested"", ""past_participle"": ""arrested"", ""present_participle"": ""arresting""}, ""noun"": {""singular"": ""arrest"", ""plural"": ""arrests""}}}"
B1,arrival,"{""word"": ""arrival"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The act of arriving at a place."", ""chinese"": ""到达某地""}, ""example_sentences"": [{""english"": ""We waited for the arrival of the train."", ""chinese"": ""我们等待火车的到达。""}]}], ""forms"": {""noun"": {""singular"": ""arrival"", ""plural"": ""arrivals""}}}"
B1,assignment,"{""word"": ""assignment"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a task or piece of work assigned to someone"", ""chinese"": ""分配的任务或工作""}, ""example_sentences"": [{""english"": ""I have a lot of homework and assignments to finish."", ""chinese"": ""我有很多家庭作业和任务要完成。""}]}], ""forms"": {""noun"": {""singular"": ""assignment"", ""plural"": ""assignments""}}}"
B1,assist,"{""word"": ""assist"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to help someone do something"", ""chinese"": ""帮助某人做某事""}, ""example_sentences"": [{""english"": ""She assisted the teacher with the class."", ""chinese"": ""她帮助老师管理班级。""}], ""synonyms"": [""help"", ""support""], ""antonyms"": [""hinder"", ""obstruct""]}], ""forms"": {""verb"": {""base_form"": ""assist"", ""third_person_singular"": ""assists"", ""past_tense"": ""assisted"", ""past_participle"": ""assisted"", ""present_participle"": ""assisting""}}}"
B1,atmosphere,"{""word"": ""atmosphere"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the mixture of gases that surrounds the Earth"", ""chinese"": ""包围地球的气体混合物""}, ""example_sentences"": [{""english"": ""The atmosphere is important for life on Earth."", ""chinese"": ""大气对地球上的生命很重要。""}]}], ""forms"": {""noun"": {""singular"": ""atmosphere"", ""plural"": ""atmospheres""}}}"
B1,attach,"{""word"": ""attach"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to fasten or join one thing to another"", ""chinese"": ""将某物固定或连接到另一物上""}, ""example_sentences"": [{""english"": ""Please attach the document to your email."", ""chinese"": ""请将文件附加到您的电子邮件中。""}], ""synonyms"": [""connect"", ""fasten""], ""antonyms"": [""detach"", ""separate""]}], ""forms"": {""verb"": {""base_form"": ""attach"", ""third_person_singular"": ""attaches"", ""past_tense"": ""attached"", ""past_participle"": ""attached"", ""present_participle"": ""attaching""}}}"
B1,attitude,"{""word"": ""attitude"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a way of feeling or behaving"", ""chinese"": ""态度；看法""}, ""example_sentences"": [{""english"": ""She has a positive attitude towards life."", ""chinese"": ""她对生活持积极态度。""}], ""synonyms"": [""manner"", ""approach""], ""antonyms"": [""negativity"", ""pessimism""]}], ""forms"": {""noun"": {""singular"": ""attitude"", ""plural"": ""attitudes""}}}"
B1,attract,"{""word"": ""attract"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to cause someone or something to be interested in or drawn to you"", ""chinese"": ""吸引；引起""}, ""example_sentences"": [{""english"": ""The movie attracted a lot of people."", ""chinese"": ""这部电影吸引了很多观众。""}], ""synonyms"": [""draw"", ""interest""], ""antonyms"": [""repel"", ""disinterest""]}], ""forms"": {""verb"": {""base_form"": ""attract"", ""third_person_singular"": ""attracts"", ""past_tense"": ""attracted"", ""past_participle"": ""attracted"", ""present_participle"": ""attracting""}}}"
B1,attraction,"{""word"": ""attraction"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a quality or feature that makes something interesting or enjoyable"", ""chinese"": ""吸引人的品质或特征""}, ""example_sentences"": [{""english"": ""The beach is a big attraction for tourists."", ""chinese"": ""海滩对游客来说是一个很大的吸引力。""}]}], ""forms"": {""noun"": {""singular"": ""attraction"", ""plural"": ""attractions""}}}"
B1,authority,"{""word"": ""authority"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the power to make decisions or give orders"", ""chinese"": ""权力；权威""}, ""example_sentences"": [{""english"": ""The police have the authority to arrest people."", ""chinese"": ""警察有权逮捕人。""}]}], ""forms"": {""noun"": {""singular"": ""authority"", ""plural"": ""authorities""}}}"
B1,aware,"{""word"": ""aware"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""knowing or realizing something"", ""chinese"": ""知道的，意识到的""}, ""example_sentences"": [{""english"": ""She is aware of the danger."", ""chinese"": ""她意识到了危险。""}], ""synonyms"": [""conscious"", ""informed""], ""antonyms"": [""unaware"", ""oblivious""]}], ""forms"": {}}"
B1,backwards,"{""word"": ""backwards"", ""definitions"": [{""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""in the opposite direction to the one that is considered normal or natural"", ""chinese"": ""向相反的方向；向后""}, ""example_sentences"": [{""english"": ""He walked backwards to avoid the dog."", ""chinese"": ""他向后走以避开那只狗。""}]}], ""forms"": {}}"
B1,bake,"{""word"": ""bake"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""cook something in an oven"", ""chinese"": ""在烤箱中烤制某物""}, ""example_sentences"": [{""english"": ""She bakes cakes every weekend."", ""chinese"": ""她每个周末都烤蛋糕。""}], ""synonyms"": [""cook"", ""roast""], ""antonyms"": [""cool"", ""freeze""]}], ""forms"": {""verb"": {""base_form"": ""bake"", ""third_person_singular"": ""bakes"", ""past_tense"": ""baked"", ""past_participle"": ""baked"", ""present_participle"": ""baking""}}}"
B1,balance,"{""word"": ""balance"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the state of being steady and not moving or tipping"", ""chinese"": ""平衡，均衡""}, ""example_sentences"": [{""english"": ""She lost her balance and fell."", ""chinese"": ""她失去了平衡，摔倒了。""}], ""synonyms"": [""equilibrium"", ""stability""], ""antonyms"": [""imbalance"", ""instability""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to keep something steady by moving it carefully"", ""chinese"": ""使平衡，使均衡""}, ""example_sentences"": [{""english"": ""He balanced the book on his head."", ""chinese"": ""他把书顶在头上保持平衡。""}]}], ""forms"": {""noun"": {""singular"": ""balance"", ""plural"": ""balances""}, ""verb"": {""base_form"": ""balance"", ""third_person_singular"": ""balances"", ""past_tense"": ""balanced"", ""past_participle"": ""balanced"", ""present_participle"": ""balancing""}}}"
B1,ban,"{""word"": ""ban"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""officially forbid (something) especially by law"", ""chinese"": ""正式禁止（某事物），尤指通过法律""}, ""example_sentences"": [{""english"": ""The government banned smoking in public places."", ""chinese"": ""政府禁止在公共场所吸烟。""}], ""synonyms"": [""prohibit"", ""forbid""], ""antonyms"": [""allow"", ""permit""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""an official order that forbids something"", ""chinese"": ""正式的禁令""}, ""example_sentences"": [{""english"": ""The ban on plastic bags has been effective."", ""chinese"": ""对塑料袋的禁令已经生效。""}]}], ""forms"": {""verb"": {""base_form"": ""ban"", ""third_person_singular"": ""bans"", ""past_tense"": ""banned"", ""past_participle"": ""banned"", ""present_participle"": ""banning""}, ""noun"": {""singular"": ""ban"", ""plural"": ""bans""}}}"
B1,base,"{""word"": ""base"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The lowest part or edge of something, especially the part on which it rests or is supported."", ""chinese"": ""底部；基部；基座""}, ""example_sentences"": [{""english"": ""The vase fell and broke at its base."", ""chinese"": ""花瓶掉下来，在底部摔碎了。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To build or place on a particular foundation."", ""chinese"": ""基于；以…为基础""}, ""example_sentences"": [{""english"": ""The theory is based on many experiments."", ""chinese"": ""这个理论是基于许多实验的。""}]}, {""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""Forming or serving as a foundation; fundamental."", ""chinese"": ""基本的；基础的""}, ""example_sentences"": [{""english"": ""Math is a base subject in school."", ""chinese"": ""数学是学校的一门基础学科。""}]}], ""forms"": {""noun"": {""singular"": ""base"", ""plural"": ""bases""}, ""verb"": {""base_form"": ""base"", ""third_person_singular"": ""bases"", ""past_tense"": ""based"", ""past_participle"": ""based"", ""present_participle"": ""basing""}}}"
B1,basic,"{""word"": ""basic"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""forming an essential foundation or starting point; fundamental."", ""chinese"": ""基本的；基础的""}, ""example_sentences"": [{""english"": ""The basic rules of the game are easy to learn."", ""chinese"": ""游戏的基本规则很容易学习。""}], ""synonyms"": [""fundamental"", ""essential""], ""antonyms"": [""advanced"", ""complex""]}], ""forms"": {}}"
B1,basis,"{""word"": ""basis"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the underlying support or foundation for an idea, argument, or process"", ""chinese"": ""基础；根据""}, ""example_sentences"": [{""english"": ""The basis of his argument is not clear."", ""chinese"": ""他的论点的基础不清楚。""}, {""english"": ""We need a strong basis for our project."", ""chinese"": ""我们的项目需要一个坚实的基础。""}], ""synonyms"": [""foundation"", ""base"", ""groundwork""], ""antonyms"": [""superstructure"", ""top""]}], ""forms"": {""noun"": {""singular"": ""basis"", ""plural"": ""bases""}}}"
B1,battery,"{""word"": ""battery"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a device that produces electricity, especially to provide power for radios, cars, or electronic equipment"", ""chinese"": ""电池，蓄电池（尤指为收音机、汽车或电子设备提供电源的装置）""}, ""example_sentences"": [{""english"": ""My car battery is dead."", ""chinese"": ""我的汽车电池没电了。""}, {""english"": ""I need to buy a new battery for my flashlight."", ""chinese"": ""我需要为我的手电筒买一块新电池。""}]}], ""forms"": {""noun"": {""singular"": ""battery"", ""plural"": ""batteries""}}}"
B1,battle,"{""word"": ""battle"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a fight between armies or ships"", ""chinese"": ""战斗；战役""}, ""example_sentences"": [{""english"": ""The soldiers fought in a big battle."", ""chinese"": ""士兵们在大战中战斗。""}], ""synonyms"": [""fight"", ""conflict""], ""antonyms"": [""peace""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to fight in a battle"", ""chinese"": ""战斗；作战""}, ""example_sentences"": [{""english"": ""The knights battled against the enemy."", ""chinese"": ""骑士们与敌人作战。""}]}], ""forms"": {""noun"": {""singular"": ""battle"", ""plural"": ""battles""}, ""verb"": {""base_form"": ""battle"", ""third_person_singular"": ""battles"", ""past_tense"": ""battled"", ""past_participle"": ""battled"", ""present_participle"": ""battling""}}}"
